USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode01.ffn:bc01_03037,-,bc01_03037,-,N,2007,67.66,0.684,,putative ATP-dependent DNA helicase YoaA
fasta::barcode01.ffn:bc01_03038,-,bc01_03038,-,N,525,68.95,0.69,,hypothetical protein
fasta::barcode01.ffn:bc01_03039,-,bc01_03039,-,N,2445,68.67,0.733,,Penicillin-binding protein 1B
fasta::barcode01.ffn:bc01_03040,-,bc01_03040,-,N,2103,67.57,0.722,,Glycosyl transferase family 2
fasta::barcode01.ffn:bc01_03041,-,bc01_03041,-,N,1515,73.14,0.635,,hypothetical protein
fasta::barcode01.ffn:bc01_03042,-,bc01_03042,-,N,2172,69.48,0.737,,Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase (PPGPP synthetase I ((P PPGPP synthetase (GTP diphosphokinase 
fasta::barcode01.ffn:bc01_03043,-,bc01_03043,-,N,900,64.56,0.629,,Coenzyme PQQ synthesis protein B
fasta::barcode01.ffn:bc01_03044,-,bc01_03044,-,N,753,63.88,0.668,,Bifunctional coenzyme PQQ synthesis protein C/D
fasta::barcode01.ffn:bc01_03045,-,bc01_03045,-,N,279,66.31,0.71,,PqqA binding protein
fasta::barcode01.ffn:bc01_03046,-,bc01_03046,-,N,1131,69.67,0.752,,PqqA peptide cyclase
fasta::barcode01.ffn:bc01_03047,-,bc01_03047,-,N,513,63.74,0.711,,hypothetical protein
fasta::barcode01.ffn:bc01_03048,-,bc01_03048,-,N,1227,67.32,0.664,,PhoPQ-activated pathogenicity-related protein
fasta::barcode01.ffn:bc01_03049,-,bc01_03049,-,N,213,68.54,0.604,,hypothetical protein
fasta::barcode01.ffn:bc01_03050,-,bc01_03050,-,N,1035,68.89,0.656,,Glucokinase
fasta::barcode01.ffn:bc01_03051,-,bc01_03051,-,N,2637,63.14,0.744,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03052,-,bc01_03052,-,N,4116,67.91,0.698,,hypothetical protein
fasta::barcode01.ffn:bc01_03053,-,bc01_03053,-,N,552,64.67,0.78,,DNA protection during starvation protein
fasta::barcode01.ffn:bc01_03054,-,bc01_03054,-,N,1803,67.28,0.75,,ATP-dependent DNA helicase RecQ
fasta::barcode01.ffn:bc01_03055,-,bc01_03055,-,N,483,65.22,0.638,,hypothetical protein
fasta::barcode01.ffn:bc01_03056,-,bc01_03056,-,N,405,60,0.594,,Blue-light-activated protein
fasta::barcode01.ffn:bc01_03057,-,bc01_03057,-,N,111,55.86,0.692,,hypothetical protein
fasta::barcode01.ffn:bc01_03058,-,bc01_03058,-,N,711,67.23,0.698,,Ribosomal small subunit pseudouridine synthase A
fasta::barcode01.ffn:bc01_03059,-,bc01_03059,-,N,207,59.9,0.647,,hypothetical protein
fasta::barcode01.ffn:bc01_03060,-,bc01_03060,-,N,348,64.37,0.561,,hypothetical protein
fasta::barcode01.ffn:bc01_03061,-,bc01_03061,-,N,426,61.27,0.567,,hypothetical protein
fasta::barcode01.ffn:bc01_03062,-,bc01_03062,-,N,627,66.67,0.644,,Arginine exporter protein ArgO
fasta::barcode01.ffn:bc01_03063,-,bc01_03063,-,N,918,67.86,0.632,,putative HTH-type transcriptional regulator
fasta::barcode01.ffn:bc01_03064,-,bc01_03064,-,N,1800,66.78,0.64,,Voltage-gated ClC-type chloride channel ClcB
fasta::barcode01.ffn:bc01_03065,-,bc01_03065,-,N,1254,63.56,0.659,,hypothetical protein
fasta::barcode01.ffn:bc01_03066,-,bc01_03066,-,N,351,59.83,0.621,,putative transcriptional regulatory protein pdtaR
fasta::barcode01.ffn:bc01_03067,-,bc01_03067,-,N,1011,62.12,0.641,,HWE histidine kinase
fasta::barcode01.ffn:bc01_03068,-,bc01_03068,-,N,306,50,0.335,,hypothetical protein
fasta::barcode01.ffn:bc01_03069,-,bc01_03069,-,N,318,55.97,0.438,,hypothetical protein
fasta::barcode01.ffn:bc01_03070,-,bc01_03070,-,N,76,51.32,0.272,,tRNA-Lys(ttt)
fasta::barcode01.ffn:bc01_03071,-,bc01_03071,-,N,675,67.41,0.666,,7-cyano-7-deazaguanine synthase
fasta::barcode01.ffn:bc01_03072,-,bc01_03072,-,N,684,66.67,0.726,,7-carboxy-7-deazaguanine synthase
fasta::barcode01.ffn:bc01_03073,-,bc01_03073,-,N,819,63.98,0.579,,Cell division coordinator CpoB
fasta::barcode01.ffn:bc01_03074,-,bc01_03074,-,N,519,63.58,0.63,,outer membrane fibronectin-binding protein 
fasta::barcode01.ffn:bc01_03075,-,bc01_03075,-,N,1320,65.76,0.678,,Tol-Pal system protein TolB
fasta::barcode01.ffn:bc01_03076,-,bc01_03076,-,N,1038,67.92,0.694,,hypothetical protein
fasta::barcode01.ffn:bc01_03077,-,bc01_03077,-,N,450,65.56,0.772,,Biopolymer transport protein ExbD
fasta::barcode01.ffn:bc01_03078,-,bc01_03078,-,N,780,63.85,0.723,,Tol-Pal system protein TolQ
fasta::barcode01.ffn:bc01_03079,-,bc01_03079,-,N,459,62.96,0.52,,Thioesterase superfamily protein
fasta::barcode01.ffn:bc01_03080,-,bc01_03080,-,N,1041,67.82,0.771,,Holliday junction ATP-dependent DNA helicase RuvB
fasta::barcode01.ffn:bc01_03081,-,bc01_03081,-,N,1122,67.29,0.646,,SMI1 / KNR4 family (SUKH-1)
fasta::barcode01.ffn:bc01_03082,-,bc01_03082,-,N,1908,65.41,0.824,,Low affinity potassium transport system protein kup
fasta::barcode01.ffn:bc01_03083,-,bc01_03083,-,N,585,69.23,0.787,,Holliday junction ATP-dependent DNA helicase RuvA
fasta::barcode01.ffn:bc01_03084,-,bc01_03084,-,N,525,67.81,0.723,,Crossover junction endodeoxyribonuclease RuvC
fasta::barcode01.ffn:bc01_03085,-,bc01_03085,-,N,729,66.8,0.813,,Coxiella Dot/Icm type IVB secretion system translocated effector 
fasta::barcode01.ffn:bc01_03086,-,bc01_03086,-,N,660,71.82,0.654,,hypothetical protein
fasta::barcode01.ffn:bc01_03087,-,bc01_03087,-,N,528,66.29,0.728,,Spermidine/spermine N(1)-acetyltransferase
fasta::barcode01.ffn:bc01_03088,-,bc01_03088,-,N,1767,66.16,0.836,,Aspartate--tRNA ligase
fasta::barcode01.ffn:bc01_03089,-,bc01_03089,-,N,771,72.24,0.788,,hypothetical protein
fasta::barcode01.ffn:bc01_03090,-,bc01_03090,-,N,648,71.45,0.631,,hypothetical protein
fasta::barcode01.ffn:bc01_03091,-,bc01_03091,-,N,300,65,0.743,,Zinc ribbon domain protein
fasta::barcode01.ffn:bc01_03092,-,bc01_03092,-,N,1242,67.39,0.662,,putative MFS-type transporter YcaD
fasta::barcode01.ffn:bc01_03093,-,bc01_03093,-,N,2358,66.79,0.73,,GT20: alphaalpha-trehalose-phosphate synthase [UDP-forming]  and 3 other functions.
fasta::barcode01.ffn:bc01_03094,-,bc01_03094,-,N,2409,66.29,0.756,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03095,-,bc01_03095,-,N,2148,69.51,0.693,,phospholipase C 
fasta::barcode01.ffn:bc01_03096,-,bc01_03096,-,N,975,68.51,0.637,,alpha/beta hydrolase fold protein
fasta::barcode01.ffn:bc01_03097,-,bc01_03097,-,N,891,66.44,0.637,,Beta-lactamase CTX-M-1
fasta::barcode01.ffn:bc01_03098,-,bc01_03098,-,N,876,69.98,0.662,,transcriptional regulator PtxR 
fasta::barcode01.ffn:bc01_03099,-,bc01_03099,-,N,501,64.27,0.633,,hypothetical protein
fasta::barcode01.ffn:bc01_03100,-,bc01_03100,-,N,1917,66.51,0.756,,putative ABC transporter ATP-binding protein YheS
fasta::barcode01.ffn:bc01_03101,-,bc01_03101,-,N,2382,66.88,0.774,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03102,-,bc01_03102,-,N,426,64.08,0.635,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
fasta::barcode01.ffn:bc01_03103,-,bc01_03103,-,N,2388,64.66,0.749,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03104,-,bc01_03104,-,N,2400,65.17,0.758,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03105,-,bc01_03105,-,N,1194,62.14,0.606,,Cytochrome P450 CYP107DY1
fasta::barcode01.ffn:bc01_03106,-,bc01_03106,-,N,1698,67.2,0.718,,Putative cation/proton antiporter YbaL
fasta::barcode01.ffn:bc01_03107,-,bc01_03107,-,N,570,61.4,0.504,,hypothetical protein
fasta::barcode01.ffn:bc01_03108,-,bc01_03108,-,N,1314,60.96,0.505,,hypothetical protein
fasta::barcode01.ffn:bc01_03109,-,bc01_03109,-,N,579,52.33,0.434,,hypothetical protein
fasta::barcode01.ffn:bc01_03110,-,bc01_03110,-,N,201,58.71,0.469,,hypothetical protein
fasta::barcode01.ffn:bc01_03111,-,bc01_03111,-,N,762,67.32,0.609,,5-keto-4-deoxy-D-glucarate aldolase
fasta::barcode01.ffn:bc01_03112,-,bc01_03112,-,N,2130,64.65,0.709,,Fe(3+) dicitrate transport protein FecA
fasta::barcode01.ffn:bc01_03113,-,bc01_03113,-,N,1227,67.89,0.711,,hypothetical protein
fasta::barcode01.ffn:bc01_03114,-,bc01_03114,-,N,1803,69.22,0.703,,IucA / IucC family protein
fasta::barcode01.ffn:bc01_03115,-,bc01_03115,-,N,76,64.47,0.394,,tRNA-Ile(gat)
fasta::barcode01.ffn:bc01_03116,-,bc01_03116,-,N,1770,68.14,0.695,,IucA / IucC family protein
fasta::barcode01.ffn:bc01_03117,-,bc01_03117,-,N,1284,68.61,0.68,,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
fasta::barcode01.ffn:bc01_03118,-,bc01_03118,-,N,888,72.41,0.732,,GyrI-like small molecule binding domain protein
fasta::barcode01.ffn:bc01_03119,-,bc01_03119,-,N,735,71.97,0.653,,Adenosylcobinamide-GDP ribazoletransferase
fasta::barcode01.ffn:bc01_03120,-,bc01_03120,-,N,570,71.4,0.75,,Putative phosphoserine phosphatase 2
fasta::barcode01.ffn:bc01_03121,-,bc01_03121,-,N,1047,70.77,0.724,,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
fasta::barcode01.ffn:bc01_03122,-,bc01_03122,-,N,522,69.73,0.696,,Bifunctional adenosylcobalamin biosynthesis protein CobP
fasta::barcode01.ffn:bc01_03123,-,bc01_03123,-,N,1476,69.17,0.717,,Cobyric acid synthase
fasta::barcode01.ffn:bc01_03124,-,bc01_03124,-,N,984,70.83,0.703,,Threonine-phosphate decarboxylase
fasta::barcode01.ffn:bc01_03125,-,bc01_03125,-,N,912,72.7,0.706,,Cobalamin biosynthesis protein CobD
fasta::barcode01.ffn:bc01_03126,-,bc01_03126,-,N,1299,69.44,0.679,,Hydrogenobyrinate ac-diamide synthase
fasta::barcode01.ffn:bc01_03127,-,bc01_03127,-,N,612,64.71,0.68,,Corrinoid adenosyltransferase
fasta::barcode01.ffn:bc01_03128,-,bc01_03128,-,N,615,69.27,0.587,,hypothetical protein
fasta::barcode01.ffn:bc01_03129,-,bc01_03129,-,N,594,66.67,0.645,,hypothetical protein
fasta::barcode01.ffn:bc01_03130,-,bc01_03130,-,N,1878,67.73,0.769,,salmochelin receptor IroN 
fasta::barcode01.ffn:bc01_03131,-,bc01_03131,-,N,1287,64.88,0.708,,O-acetyl-L-homoserine sulfhydrylase
fasta::barcode01.ffn:bc01_03132,-,bc01_03132,-,N,912,61.62,0.473,,hypothetical protein
fasta::barcode01.ffn:bc01_03133,-,bc01_03133,-,N,2586,64.08,0.783,,endopeptidase Clp ATP-binding chain C 
fasta::barcode01.ffn:bc01_03134,-,bc01_03134,-,N,468,72.65,0.563,,hypothetical protein
fasta::barcode01.ffn:bc01_03135,-,bc01_03135,-,N,309,67.96,0.587,,GIY-YIG catalytic domain protein
fasta::barcode01.ffn:bc01_03136,-,bc01_03136,-,N,708,64.12,0.719,,hypothetical protein
fasta::barcode01.ffn:bc01_03137,-,bc01_03137,-,N,813,68.02,0.612,,hypothetical protein
fasta::barcode01.ffn:bc01_03138,-,bc01_03138,-,N,1167,67.78,0.68,,hypothetical protein
fasta::barcode01.ffn:bc01_03139,-,bc01_03139,-,N,1650,66.73,0.687,,hypothetical protein
fasta::barcode01.ffn:bc01_03140,-,bc01_03140,-,N,873,69.64,0.691,,hypothetical protein
fasta::barcode01.ffn:bc01_03141,-,bc01_03141,-,N,474,69.62,0.748,,hypothetical protein
fasta::barcode01.ffn:bc01_03142,-,bc01_03142,-,N,2436,66.38,0.793,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03143,-,bc01_03143,-,N,759,65.74,0.569,,Trehalose-6-phosphate phosphatase
fasta::barcode01.ffn:bc01_03144,-,bc01_03144,-,N,1779,64.7,0.739,,Trehalase
fasta::barcode01.ffn:bc01_03145,-,bc01_03145,-,N,1368,62.94,0.675,,RipTPS
fasta::barcode01.ffn:bc01_03146,-,bc01_03146,-,N,147,63.27,0.673,,hypothetical protein
fasta::barcode01.ffn:bc01_03147,-,bc01_03147,-,N,2475,67.84,0.766,,Quinoprotein glucose dehydrogenase
fasta::barcode01.ffn:bc01_03148,-,bc01_03148,-,N,1869,67.15,0.75,,Methyl-accepting chemotaxis protein (MCP) signalling domain protein
fasta::barcode01.ffn:bc01_03149,-,bc01_03149,-,N,420,66.9,0.645,,DCC1-like thiol-disulfide oxidoreductase
fasta::barcode01.ffn:bc01_03150,-,bc01_03150,-,N,507,70.22,0.682,,hypothetical protein
fasta::barcode01.ffn:bc01_03151,-,bc01_03151,-,N,792,72.47,0.687,,Polyphenol oxidase
fasta::barcode01.ffn:bc01_03152,-,bc01_03152,-,N,996,70.38,0.773,,Ribosomal large subunit pseudouridine synthase D
fasta::barcode01.ffn:bc01_03153,-,bc01_03153,-,N,882,65.42,0.772,,Outer membrane protein assembly factor BamD
fasta::barcode01.ffn:bc01_03154,-,bc01_03154,-,N,987,66.06,0.723,,hypothetical protein
fasta::barcode01.ffn:bc01_03155,-,bc01_03155,-,N,1656,66.67,0.746,,Glutamine-dependent NAD(+) synthetase
fasta::barcode01.ffn:bc01_03156,-,bc01_03156,-,N,303,61.06,0.522,,ParE toxin of type II toxin-antitoxin system parDE
fasta::barcode01.ffn:bc01_03157,-,bc01_03157,-,N,345,61.74,0.49,,hypothetical protein
fasta::barcode01.ffn:bc01_03158,-,bc01_03158,-,N,876,65.3,0.813,,Succinate--CoA ligase [ADP-forming] subunit alpha
fasta::barcode01.ffn:bc01_03159,-,bc01_03159,-,N,1170,62.14,0.78,,Succinate--CoA ligase [ADP-forming] subunit beta
fasta::barcode01.ffn:bc01_03160,-,bc01_03160,-,N,1611,68.72,0.779,,two-component sensor PilS 
fasta::barcode01.ffn:bc01_03161,-,bc01_03161,-,N,1395,66.45,0.727,,two-component response regulator PilR 
fasta::barcode01.ffn:bc01_03162,-,bc01_03162,-,N,363,57.02,0.409,,hypothetical protein
fasta::barcode01.ffn:bc01_03163,-,bc01_03163,-,N,792,58.21,0.447,,hypothetical protein
fasta::barcode01.ffn:bc01_03164,-,bc01_03164,-,N,1533,61.84,0.676,,type IV pilus assembly ATPase PilB-like 
fasta::barcode01.ffn:bc01_03165,-,bc01_03165,-,N,1068,49.91,0.353,,type IV pilus assembly protein 
fasta::barcode01.ffn:bc01_03166,-,bc01_03166,-,N,219,49.77,0.459,,type IV pilus assembly protein PilC 
fasta::barcode01.ffn:bc01_03167,-,bc01_03167,-,N,864,65.16,0.705,,type 4 prepilin peptidase PilD 
fasta::barcode01.ffn:bc01_03168,-,bc01_03168,-,N,624,60.74,0.455,,Dephospho-CoA kinase
fasta::barcode01.ffn:bc01_03169,-,bc01_03169,-,N,402,69.4,0.593,,Toxin SymE type I toxin-antitoxin system
fasta::barcode01.ffn:bc01_03170,-,bc01_03170,-,N,291,67.35,0.686,,hypothetical protein
fasta::barcode01.ffn:bc01_03171,-,bc01_03171,-,N,492,65.24,0.579,,Acetyltransferase (GNAT) domain protein
fasta::barcode01.ffn:bc01_03172,-,bc01_03172,-,N,1335,65.69,0.683,,Possible two component system response sensor kinase membrane associated PhoR 
fasta::barcode01.ffn:bc01_03173,-,bc01_03173,-,N,678,62.98,0.704,,Possible two component system response transcriptional positive regulator PhoP 
fasta::barcode01.ffn:bc01_03174,-,bc01_03174,-,N,906,67.66,0.699,,Ribosomal protein S6--L-glutamate ligase
fasta::barcode01.ffn:bc01_03175,-,bc01_03175,-,N,2130,62.91,0.724,,Glycogen operon protein GlgX 
fasta::barcode01.ffn:bc01_03176,-,bc01_03176,-,N,393,64.63,0.731,,H-NS histone family protein
fasta::barcode01.ffn:bc01_03177,-,bc01_03177,-,N,396,64.9,0.6,,hypothetical protein
fasta::barcode01.ffn:bc01_03178,-,bc01_03178,-,N,156,63.46,0.667,,hypothetical protein
fasta::barcode01.ffn:bc01_03179,-,bc01_03179,-,N,372,51.88,0.344,,hypothetical protein
fasta::barcode01.ffn:bc01_03180,-,bc01_03180,-,N,342,61.4,0.445,,hypothetical protein
fasta::barcode01.ffn:bc01_03181,-,bc01_03181,-,N,1611,65.61,0.507,,MobA/MobL family protein
fasta::barcode01.ffn:bc01_03182,-,bc01_03182,-,N,327,59.63,0.448,,hypothetical protein
fasta::barcode01.ffn:bc01_03183,-,bc01_03183,-,N,558,56.63,0.486,,hypothetical protein
fasta::barcode01.ffn:bc01_03184,-,bc01_03184,-,N,1242,59.02,0.449,,HNH endonuclease
fasta::barcode01.ffn:bc01_03185,-,bc01_03185,-,N,651,62.21,0.525,,hypothetical protein
fasta::barcode01.ffn:bc01_03186,-,bc01_03186,-,N,3966,64.04,0.505,,hypothetical protein
fasta::barcode01.ffn:bc01_03187,-,bc01_03187,-,N,648,59.41,0.469,,hypothetical protein
fasta::barcode01.ffn:bc01_03188,-,bc01_03188,-,N,1365,49.96,0.311,,hypothetical protein
fasta::barcode01.ffn:bc01_03189,-,bc01_03189,-,N,2091,51.08,0.358,,Helicase HerA central domain
fasta::barcode01.ffn:bc01_03190,-,bc01_03190,-,N,828,53.14,0.341,,D12 class N6 adenine-specific DNA methyltransferase
fasta::barcode01.ffn:bc01_03191,-,bc01_03191,-,N,192,58.85,0.446,,hypothetical protein
fasta::barcode01.ffn:bc01_03192,-,bc01_03192,-,N,480,65,0.588,,RadC-like JAB domain protein
fasta::barcode01.ffn:bc01_03193,-,bc01_03193,-,N,225,59.56,0.507,,hypothetical protein
fasta::barcode01.ffn:bc01_03194,-,bc01_03194,-,N,447,51.9,0.44,,hypothetical protein
fasta::barcode01.ffn:bc01_03195,-,bc01_03195,-,N,1401,59.53,0.58,,Phage integrase family protein
fasta::barcode01.ffn:bc01_03196,-,bc01_03196,-,N,1416,54.8,0.42,,hypothetical protein
fasta::barcode01.ffn:bc01_03197,-,bc01_03197,-,N,1278,57.59,0.463,,hypothetical protein
fasta::barcode01.ffn:bc01_03198,-,bc01_03198,T5orf172,N,1194,58.96,0.506,,domain protein
fasta::barcode01.ffn:bc01_03199,-,bc01_03199,-,N,2106,60.92,0.598,,hypothetical protein
fasta::barcode01.ffn:bc01_03200,-,bc01_03200,-,N,2787,53.39,0.397,,hypothetical protein
fasta::barcode01.ffn:bc01_03201,-,bc01_03201,-,N,378,59.52,0.452,,hypothetical protein
fasta::barcode01.ffn:bc01_03202,-,bc01_03202,-,N,753,66.8,0.58,,hypothetical protein
fasta::barcode01.ffn:bc01_03203,-,bc01_03203,-,N,315,63.49,0.697,,hypothetical protein
fasta::barcode01.ffn:bc01_03204,-,bc01_03204,-,N,381,60.89,0.478,,hypothetical protein
fasta::barcode01.ffn:bc01_03205,-,bc01_03205,-,N,999,43.74,0.262,,hypothetical protein
fasta::barcode01.ffn:bc01_03206,-,bc01_03206,-,N,192,45.83,0.353,,hypothetical protein
fasta::barcode01.ffn:bc01_03207,-,bc01_03207,-,N,1524,62.2,0.552,,Phage integrase family protein
fasta::barcode01.ffn:bc01_03208,-,bc01_03208,-,N,74,59.46,0.451,,tRNA-Gly(ccc)
fasta::barcode01.ffn:bc01_03209,-,bc01_03209,-,N,1818,68.43,0.784,,Esterase EstA
fasta::barcode01.ffn:bc01_03210,-,bc01_03210,-,N,201,60.7,0.565,,ThiS family protein
fasta::barcode01.ffn:bc01_03211,-,bc01_03211,-,N,795,67.3,0.778,,Thiazole synthase
fasta::barcode01.ffn:bc01_03212,-,bc01_03212,-,N,786,68.32,0.724,,tRNA (guanine-N(7)-)-methyltransferase
fasta::barcode01.ffn:bc01_03213,-,bc01_03213,-,N,1863,64.3,0.746,,Citrate transporter
fasta::barcode01.ffn:bc01_03214,-,bc01_03214,-,N,378,65.61,0.575,,Rieske [2Fe-2S] domain protein
fasta::barcode01.ffn:bc01_03215,-,bc01_03215,-,N,276,65.94,0.651,,hypothetical protein
fasta::barcode01.ffn:bc01_03216,-,bc01_03216,-,N,714,64.99,0.729,,Fumarylacetoacetate (FAA) hydrolase family protein
fasta::barcode01.ffn:bc01_03217,-,bc01_03217,-,N,432,59.72,0.713,,Large-conductance mechanosensitive channel
fasta::barcode01.ffn:bc01_03218,-,bc01_03218,-,N,1419,66.81,0.703,,Peptidase family M28
fasta::barcode01.ffn:bc01_03219,-,bc01_03219,-,N,972,68.21,0.674,,sugar-binding transcriptional regulator LacI family 
fasta::barcode01.ffn:bc01_03220,-,bc01_03220,-,N,1788,60.57,0.569,,Exoglucanase A
fasta::barcode01.ffn:bc01_03221,-,bc01_03221,-,N,2937,61.83,0.708,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03222,-,bc01_03222,-,N,3465,65.51,0.611,,GH2: beta-galactosidase  and 10 other functions.
fasta::barcode01.ffn:bc01_03223,-,bc01_03223,-,N,1965,63.56,0.627,,Retaining alpha-galactosidase
fasta::barcode01.ffn:bc01_03224,-,bc01_03224,-,N,1509,69.65,0.675,,Para-nitrobenzyl esterase
fasta::barcode01.ffn:bc01_03225,-,bc01_03225,-,N,903,71.54,0.71,,putative tRNA/rRNA methyltransferase YfiF
fasta::barcode01.ffn:bc01_03226,-,bc01_03226,-,N,1494,63.65,0.779,,Sodium/proton-dependent alanine carrier protein
fasta::barcode01.ffn:bc01_03227,-,bc01_03227,-,N,534,66.85,0.651,,Acetyltransferase (GNAT) domain protein
fasta::barcode01.ffn:bc01_03228,-,bc01_03228,-,N,2676,66.97,0.755,,Peptidase family M1 domain protein
fasta::barcode01.ffn:bc01_03229,-,bc01_03229,-,N,3126,65.58,0.737,,multiple transferable resistance system protein MtrD 
fasta::barcode01.ffn:bc01_03230,-,bc01_03230,-,N,1086,68.42,0.7,,membrane-fusion protein 
fasta::barcode01.ffn:bc01_03231,-,bc01_03231,-,N,1977,65.91,0.727,,Bifunctional enzyme CysN/CysC
fasta::barcode01.ffn:bc01_03232,-,bc01_03232,-,N,909,66.34,0.769,,Sulfate adenylyltransferase subunit 2
fasta::barcode01.ffn:bc01_03233,-,bc01_03233,-,N,1848,69.7,0.734,,Sulfite reductase [NADPH] flavoprotein alpha-component
fasta::barcode01.ffn:bc01_03234,-,bc01_03234,-,N,1707,66.37,0.726,,Sulfite reductase [NADPH] hemoprotein beta-component
fasta::barcode01.ffn:bc01_03235,-,bc01_03235,-,N,726,65.7,0.728,,Phosphoadenosine phosphosulfate reductase
fasta::barcode01.ffn:bc01_03236,-,bc01_03236,-,N,1572,68.19,0.614,,PepSY-associated TM region
fasta::barcode01.ffn:bc01_03237,-,bc01_03237,-,N,2028,66.77,0.669,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03238,-,bc01_03238,-,N,438,72.6,0.633,,hypothetical protein
fasta::barcode01.ffn:bc01_03239,-,bc01_03239,-,N,1197,67.84,0.737,,Adaptive-response sensory-kinase SasA
fasta::barcode01.ffn:bc01_03240,-,bc01_03240,-,N,168,59.52,0.378,,hypothetical protein
fasta::barcode01.ffn:bc01_03241,-,bc01_03241,-,N,282,69.15,0.727,,hypothetical protein
fasta::barcode01.ffn:bc01_03242,-,bc01_03242,-,N,981,68.91,0.749,,HTH-type transcriptional regulator CysB
fasta::barcode01.ffn:bc01_03243,-,bc01_03243,-,N,1206,72.14,0.683,,Siroheme synthase
fasta::barcode01.ffn:bc01_03244,-,bc01_03244,-,N,960,68.44,0.807,,O-ureido-L-serine synthase
fasta::barcode01.ffn:bc01_03245,-,bc01_03245,-,N,507,68.84,0.692,,Phospholipid methyltransferase
fasta::barcode01.ffn:bc01_03246,-,bc01_03246,-,N,540,62.04,0.646,,O-acetyl-ADP-ribose deacetylase
fasta::barcode01.ffn:bc01_03247,-,bc01_03247,-,N,1005,63.18,0.825,,Fructose-bisphosphate aldolase class 1
fasta::barcode01.ffn:bc01_03248,-,bc01_03248,-,N,1467,65.85,0.768,,Pyruvate kinase II
fasta::barcode01.ffn:bc01_03249,-,bc01_03249,-,N,648,68.36,0.743,,putative protein
fasta::barcode01.ffn:bc01_03250,-,bc01_03250,-,N,1176,66.84,0.764,,Phosphoglycerate kinase
fasta::barcode01.ffn:bc01_03251,-,bc01_03251,-,N,1365,72.09,0.614,,hypothetical protein
fasta::barcode01.ffn:bc01_03252,-,bc01_03252,-,N,2511,68.7,0.646,,hypothetical protein
fasta::barcode01.ffn:bc01_03253,-,bc01_03253,-,N,471,59.45,0.708,,hypothetical protein
fasta::barcode01.ffn:bc01_03254,-,bc01_03254,-,N,1002,62.48,0.789,,Glyceraldehyde-3-phosphate dehydrogenase A
fasta::barcode01.ffn:bc01_03255,-,bc01_03255,-,N,519,63.78,0.815,,Calcium/calmodulin dependent protein kinase II association domain protein
fasta::barcode01.ffn:bc01_03256,-,bc01_03256,-,N,624,65.54,0.75,,Outer membrane protein W
fasta::barcode01.ffn:bc01_03257,-,bc01_03257,-,N,615,63.41,0.714,,Outer membrane protein W
fasta::barcode01.ffn:bc01_03258,-,bc01_03258,-,N,813,67.28,0.66,,S1/P1 Nuclease
fasta::barcode01.ffn:bc01_03259,-,bc01_03259,-,N,813,66.67,0.669,,Beta-lactamase hydrolase-like protein
fasta::barcode01.ffn:bc01_03260,-,bc01_03260,-,N,777,68.34,0.681,,Molybdate-binding protein ModA
fasta::barcode01.ffn:bc01_03261,-,bc01_03261,-,N,693,68.98,0.691,,Molybdenum transport system permease protein ModB
fasta::barcode01.ffn:bc01_03262,-,bc01_03262,-,N,615,65.69,0.658,,iron(III ABC transporter ATP-binding protein 
fasta::barcode01.ffn:bc01_03263,-,bc01_03263,-,N,558,62.9,0.594,,Flavin reductase like domain protein
fasta::barcode01.ffn:bc01_03264,-,bc01_03264,-,N,585,67.69,0.61,,hypothetical protein
fasta::barcode01.ffn:bc01_03265,-,bc01_03265,-,N,1305,70.04,0.58,,BlaR1 peptidase M56
fasta::barcode01.ffn:bc01_03266,-,bc01_03266,-,N,366,65.57,0.688,,Penicillinase repressor
fasta::barcode01.ffn:bc01_03267,-,bc01_03267,-,N,1950,65.79,0.644,,butyrate:acetyl-CoA coenzyme A-transferase
fasta::barcode01.ffn:bc01_03268,-,bc01_03268,-,N,1179,64.21,0.59,,Phosphoinositide phospholipase C Ca2+-dependent
fasta::barcode01.ffn:bc01_03269,-,bc01_03269,-,N,2715,63.57,0.68,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_03270,-,bc01_03270,-,N,975,66.67,0.693,,LD-transpeptidase catalytic domain
fasta::barcode01.ffn:bc01_03271,-,bc01_03271,-,N,732,66.94,0.646,,Peptidase family M23
fasta::barcode01.ffn:bc01_03272,-,bc01_03272,-,N,762,66.27,0.664,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode01.ffn:bc01_03273,-,bc01_03273,-,N,903,68.44,0.726,,transcriptional regulator PtxR 
