USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode71.ffn:bc71_03839,-,bc71_03839,-,N,741,68.69,0.641,,ABC transporter ATP-binding protein CesC 
fasta::barcode71.ffn:bc71_03840,-,bc71_03840,-,N,1995,68.62,0.733,,Zinc carboxypeptidase
fasta::barcode71.ffn:bc71_03841,-,bc71_03841,-,N,927,67.1,0.705,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_03842,-,bc71_03842,-,N,405,67.41,0.695,,RutC family protein YjgH
fasta::barcode71.ffn:bc71_03843,-,bc71_03843,-,N,903,64.23,0.674,,short chain dehydrogenase
fasta::barcode71.ffn:bc71_03844,-,bc71_03844,-,N,249,60.24,0.665,,Agrobacterium tumefaciens protein
fasta::barcode71.ffn:bc71_03845,-,bc71_03845,-,N,546,69.41,0.73,,SnoaL-like domain protein
fasta::barcode71.ffn:bc71_03846,-,bc71_03846,-,N,1071,66.76,0.723,,1-deoxyxylulose-5-phosphate synthase YajO
fasta::barcode71.ffn:bc71_03847,-,bc71_03847,-,N,927,67.85,0.649,,LysR substrate binding domain protein
fasta::barcode71.ffn:bc71_03848,-,bc71_03848,-,N,519,65.32,0.745,,hypothetical protein
fasta::barcode71.ffn:bc71_03849,-,bc71_03849,-,N,477,65.83,0.718,,hypothetical protein
fasta::barcode71.ffn:bc71_03850,-,bc71_03850,-,N,132,68.94,0.655,,hypothetical protein
fasta::barcode71.ffn:bc71_03851,-,bc71_03851,-,N,1506,54.78,0.44,,Diguanylate cyclase GGDEF domain
fasta::barcode71.ffn:bc71_03852,-,bc71_03852,-,N,861,57.14,0.485,,GAF domain protein
fasta::barcode71.ffn:bc71_03853,-,bc71_03853,-,N,951,60.88,0.522,,XopJ5
fasta::barcode71.ffn:bc71_03854,-,bc71_03854,-,N,273,61.9,0.578,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_03855,-,bc71_03855,-,N,819,61.17,0.535,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_03856,-,bc71_03856,-,N,76,53.95,0.18,,tRNA-Met(cat)
fasta::barcode71.ffn:bc71_03857,-,bc71_03857,-,N,246,61.38,0.619,,hypothetical protein
fasta::barcode71.ffn:bc71_03858,-,bc71_03858,-,N,1875,61.39,0.774,,RNA polymerase sigma factor RpoD
fasta::barcode71.ffn:bc71_03859,-,bc71_03859,-,N,441,66.67,0.611,,D-aminoacyl-tRNA deacylase
fasta::barcode71.ffn:bc71_03860,-,bc71_03860,-,N,981,70.03,0.73,,lipid A biosynthesis lauroyl acyltransferase 
fasta::barcode71.ffn:bc71_03861,-,bc71_03861,-,N,522,65.33,0.784,,L-methionine sulfoximine/L-methionine sulfone acetyltransferase
fasta::barcode71.ffn:bc71_03862,-,bc71_03862,-,N,1134,71.25,0.752,,GTP cyclohydrolase-2
fasta::barcode71.ffn:bc71_03863,-,bc71_03863,-,N,579,72.37,0.685,,Bacterial PH domain protein
fasta::barcode71.ffn:bc71_03864,-,bc71_03864,-,N,1503,68.93,0.752,,Bacterial PH domain protein
fasta::barcode71.ffn:bc71_03865,-,bc71_03865,-,N,1056,67.23,0.658,,hypothetical protein
fasta::barcode71.ffn:bc71_03866,-,bc71_03866,-,N,825,66.42,0.696,,beta-14-glucosyltransferase
fasta::barcode71.ffn:bc71_03867,-,bc71_03867,-,N,1290,67.75,0.666,,O-Antigen ligase
fasta::barcode71.ffn:bc71_03868,-,bc71_03868,-,N,1722,67.48,0.704,,GT83: undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase  and 1 other functions.
fasta::barcode71.ffn:bc71_03869,-,bc71_03869,-,N,1311,70.25,0.652,,Ribosomal RNA small subunit methyltransferase B
fasta::barcode71.ffn:bc71_03870,-,bc71_03870,-,N,924,69.59,0.68,,Methionyl-tRNA formyltransferase
fasta::barcode71.ffn:bc71_03871,-,bc71_03871,-,N,513,63.16,0.755,,Peptide deformylase
fasta::barcode71.ffn:bc71_03872,-,bc71_03872,-,N,1137,64.73,0.723,,CBM50: Modules of approx. 50 residues found attached to various enzymes from families GH18 GH19 GH23 GH24 GH25 and GH73 i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID:)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.
fasta::barcode71.ffn:bc71_03873,-,bc71_03873,-,N,1137,70.36,0.624,,DNA recombination-mediator protein A
fasta::barcode71.ffn:bc71_03874,-,bc71_03874,-,N,474,60.76,0.668,,Protein Smg
fasta::barcode71.ffn:bc71_03875,-,bc71_03875,-,N,741,65.05,0.598,,Pilin (bacterial filament)
fasta::barcode71.ffn:bc71_03876,-,bc71_03876,-,N,1146,68.15,0.694,,RDD family protein
fasta::barcode71.ffn:bc71_03877,-,bc71_03877,-,N,2496,63.58,0.764,,DNA topoisomerase 1
fasta::barcode71.ffn:bc71_03878,-,bc71_03878,-,N,564,71.81,0.698,,Threonylcarbamoyl-AMP synthase
fasta::barcode71.ffn:bc71_03879,-,bc71_03879,-,N,741,72.06,0.72,,hypothetical protein
fasta::barcode71.ffn:bc71_03880,-,bc71_03880,-,N,645,73.02,0.715,,hypothetical protein
fasta::barcode71.ffn:bc71_03881,-,bc71_03881,-,N,1359,68.65,0.719,,Diguanylate cyclase GGDEF domain
fasta::barcode71.ffn:bc71_03882,-,bc71_03882,-,N,777,66.67,0.761,,short chain dehydrogenase/reductase family oxidoreductase 
fasta::barcode71.ffn:bc71_03883,-,bc71_03883,-,N,216,70.37,0.682,,hypothetical protein
fasta::barcode71.ffn:bc71_03884,-,bc71_03884,-,N,1902,66.77,0.791,,Protease 4
fasta::barcode71.ffn:bc71_03885,-,bc71_03885,-,N,1377,67.76,0.678,,Multidrug resistance protein NorM
fasta::barcode71.ffn:bc71_03886,-,bc71_03886,-,N,603,72.31,0.712,,hypothetical protein
fasta::barcode71.ffn:bc71_03887,-,bc71_03887,-,N,1059,73.75,0.648,,hypothetical protein
fasta::barcode71.ffn:bc71_03888,-,bc71_03888,-,N,2223,72.2,0.769,,Primosomal protein N'
fasta::barcode71.ffn:bc71_03889,-,bc71_03889,-,N,663,65.61,0.621,,Glutathione S-transferase GstB
fasta::barcode71.ffn:bc71_03890,-,bc71_03890,-,N,834,63.91,0.693,,NYN domain protein
fasta::barcode71.ffn:bc71_03891,-,bc71_03891,-,N,540,65.74,0.61,,hypothetical protein
fasta::barcode71.ffn:bc71_03892,-,bc71_03892,-,N,1287,68.53,0.723,,NADH dehydrogenase-like protein YjlD
fasta::barcode71.ffn:bc71_03893,-,bc71_03893,-,N,615,69.11,0.718,,Glycine transporter
fasta::barcode71.ffn:bc71_03894,-,bc71_03894,-,N,876,61.99,0.734,,RNA polymerase sigma factor RpoH
fasta::barcode71.ffn:bc71_03895,-,bc71_03895,-,N,726,66.8,0.754,,Uracil-DNA glycosylase
fasta::barcode71.ffn:bc71_03896,-,bc71_03896,-,N,843,66.07,0.754,,Protein-glutamate methylesterase/protein-glutamine glutaminase
fasta::barcode71.ffn:bc71_03897,-,bc71_03897,-,N,951,67.4,0.707,,Cell division protein FtsX
fasta::barcode71.ffn:bc71_03898,-,bc71_03898,-,N,687,66.38,0.757,,iron(III ABC transporter ATP-binding protein 
fasta::barcode71.ffn:bc71_03899,-,bc71_03899,-,N,1770,69.27,0.728,,ATP-dependent RNA helicase RhlB
fasta::barcode71.ffn:bc71_03900,-,bc71_03900,-,N,342,60.82,0.689,,Thioredoxin 1
fasta::barcode71.ffn:bc71_03901,-,bc71_03901,-,N,1866,64.52,0.734,,Transcription termination factor Rho
fasta::barcode71.ffn:bc71_03902,-,bc71_03902,-,N,873,64.49,0.582,,hypothetical protein
fasta::barcode71.ffn:bc71_03903,-,bc71_03903,-,N,1740,63.05,0.68,,Isocitrate dehydrogenase kinase/phosphatase
fasta::barcode71.ffn:bc71_03904,-,bc71_03904,-,N,930,67.1,0.613,,Glycine cleavage system transcriptional activator
fasta::barcode71.ffn:bc71_03905,-,bc71_03905,-,N,225,65.33,0.514,,hypothetical protein
fasta::barcode71.ffn:bc71_03906,-,bc71_03906,-,N,2232,63.53,0.771,,Isocitrate dehydrogenase [NADP]
fasta::barcode71.ffn:bc71_03907,-,bc71_03907,-,N,498,67.07,0.649,,hypothetical protein
fasta::barcode71.ffn:bc71_03908,-,bc71_03908,-,N,297,58.25,0.606,,CBM50: Modules of approx. 50 residues found attached to various enzymes from families GH18 GH19 GH23 GH24 GH25 and GH73 i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID:)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.
fasta::barcode71.ffn:bc71_03909,-,bc71_03909,-,N,816,64.09,0.659,,NADPH-dependent 7-cyano-7-deazaguanine reductase
fasta::barcode71.ffn:bc71_03910,-,bc71_03910,-,N,1305,68.58,0.811,,N-acetylcysteine deacetylase
fasta::barcode71.ffn:bc71_03911,-,bc71_03911,-,N,1239,68.6,0.785,,membrane-fusion protein 
fasta::barcode71.ffn:bc71_03912,-,bc71_03912,-,N,3249,66.51,0.775,,acriflavine resistance protein B 
fasta::barcode71.ffn:bc71_03913,-,bc71_03913,-,N,3141,65.27,0.731,,acriflavine resistance protein B 
fasta::barcode71.ffn:bc71_03914,-,bc71_03914,-,N,420,65.24,0.646,,YCII-related domain protein
fasta::barcode71.ffn:bc71_03915,-,bc71_03915,-,N,435,64.14,0.697,,hypothetical protein
fasta::barcode71.ffn:bc71_03916,-,bc71_03916,-,N,357,64.99,0.609,,hypothetical protein
fasta::barcode71.ffn:bc71_03917,-,bc71_03917,-,N,1272,67.22,0.651,,Sigma-70 region 2
fasta::barcode71.ffn:bc71_03918,-,bc71_03918,-,N,1560,67.56,0.682,,putative protein
fasta::barcode71.ffn:bc71_03919,-,bc71_03919,-,N,624,69.87,0.675,,hypothetical protein
fasta::barcode71.ffn:bc71_03920,-,bc71_03920,-,N,567,65.26,0.651,,hypothetical protein
fasta::barcode71.ffn:bc71_03921,-,bc71_03921,-,N,753,64.67,0.742,,hypothetical protein
fasta::barcode71.ffn:bc71_03922,-,bc71_03922,-,N,309,73.14,0.684,,hypothetical protein
fasta::barcode71.ffn:bc71_03923,-,bc71_03923,-,N,348,66.38,0.655,,hypothetical protein
fasta::barcode71.ffn:bc71_03924,-,bc71_03924,-,N,378,63.76,0.6,,hypothetical protein
fasta::barcode71.ffn:bc71_03925,-,bc71_03925,-,N,198,61.62,0.747,,Cysteine-rich CPXCG
fasta::barcode71.ffn:bc71_03926,-,bc71_03926,-,N,777,65.77,0.62,,D-alanyl-D-alanine dipeptidase
fasta::barcode71.ffn:bc71_03927,-,bc71_03927,-,N,1362,56.24,0.511,,Putative peptidoglycan binding domain protein
fasta::barcode71.ffn:bc71_03928,-,bc71_03928,-,N,306,57.19,0.517,,Lysozyme inhibitor LprI
fasta::barcode71.ffn:bc71_03929,-,bc71_03929,-,N,918,63.73,0.637,,hypothetical protein
fasta::barcode71.ffn:bc71_03930,-,bc71_03930,-,N,801,69.54,0.702,,N-acetylmuramoyl-L-alanine amidase
fasta::barcode71.ffn:bc71_03931,-,bc71_03931,-,N,1410,68.65,0.654,,SH3 domain (SH3b1 type)
fasta::barcode71.ffn:bc71_03932,-,bc71_03932,-,N,1095,66.12,0.748,,L-Ala-D/L-Glu epimerase
fasta::barcode71.ffn:bc71_03933,-,bc71_03933,-,N,777,69.24,0.721,,hypothetical protein
fasta::barcode71.ffn:bc71_03934,-,bc71_03934,-,N,1302,67.43,0.706,,Serine/threonine exchanger SteT
fasta::barcode71.ffn:bc71_03935,-,bc71_03935,-,N,498,68.27,0.605,,hypothetical protein
fasta::barcode71.ffn:bc71_03936,-,bc71_03936,-,N,348,60.92,0.651,,hypothetical protein
fasta::barcode71.ffn:bc71_03937,-,bc71_03937,-,N,435,59.54,0.61,,Inner membrane protein YiaA
fasta::barcode71.ffn:bc71_03938,-,bc71_03938,-,N,1179,65.9,0.681,,Aldose sugar dehydrogenase YliI
fasta::barcode71.ffn:bc71_03939,-,bc71_03939,-,N,2172,67.03,0.763,,Putative beta-xylosidase
fasta::barcode71.ffn:bc71_03940,-,bc71_03940,-,N,354,62.71,0.704,,Dihydroneopterin aldolase
fasta::barcode71.ffn:bc71_03941,-,bc71_03941,-,N,1065,70.52,0.746,,tRNA N6-adenosine threonylcarbamoyltransferase
fasta::barcode71.ffn:bc71_03942,-,bc71_03942,-,N,216,62.96,0.69,,30S ribosomal protein S21
fasta::barcode71.ffn:bc71_03943,-,bc71_03943,-,N,447,63.31,0.775,,Coxiella Dot/Icm type IVB secretion system translocated effector 
fasta::barcode71.ffn:bc71_03944,-,bc71_03944,-,N,948,64.35,0.691,,serum resistance protein 
fasta::barcode71.ffn:bc71_03945,-,bc71_03945,-,N,1749,65.69,0.741,,DNA primase
fasta::barcode71.ffn:bc71_03946,-,bc71_03946,-,N,498,72.09,0.665,,hypothetical protein
fasta::barcode71.ffn:bc71_03947,-,bc71_03947,-,N,993,65.86,0.709,,hypothetical protein
fasta::barcode71.ffn:bc71_03948,-,bc71_03948,-,N,1578,66.92,0.649,,Thiol:disulfide interchange protein DsbD
fasta::barcode71.ffn:bc71_03949,-,bc71_03949,-,N,897,63.55,0.728,,Protoheme IX farnesyltransferase
fasta::barcode71.ffn:bc71_03950,-,bc71_03950,-,N,1164,68.21,0.72,,Heme A synthase
fasta::barcode71.ffn:bc71_03951,-,bc71_03951,-,N,576,69.79,0.687,,hypothetical protein
fasta::barcode71.ffn:bc71_03952,-,bc71_03952,-,N,726,67.63,0.54,,SURF1 family protein
fasta::barcode71.ffn:bc71_03953,-,bc71_03953,-,N,219,61.19,0.664,,hypothetical protein
fasta::barcode71.ffn:bc71_03954,-,bc71_03954,-,N,876,61.53,0.722,,Cytochrome c oxidase subunit 3
fasta::barcode71.ffn:bc71_03955,-,bc71_03955,-,N,597,62.81,0.631,,Cytochrome c oxidase assembly protein CtaG
fasta::barcode71.ffn:bc71_03956,-,bc71_03956,-,N,174,66.09,0.554,,hypothetical protein
fasta::barcode71.ffn:bc71_03957,-,bc71_03957,-,N,1605,59.88,0.693,,Cytochrome c oxidase subunit 1
fasta::barcode71.ffn:bc71_03958,-,bc71_03958,-,N,984,63.72,0.613,,Cytochrome C oxidase subunit II periplasmic domain
fasta::barcode71.ffn:bc71_03959,-,bc71_03959,-,N,390,63.59,0.509,,hypothetical protein
fasta::barcode71.ffn:bc71_03960,-,bc71_03960,-,N,3201,65.54,0.7,,Bifunctional protein PutA
fasta::barcode71.ffn:bc71_03961,-,bc71_03961,-,N,1338,63.9,0.592,,IS5 family transposase IS1478
fasta::barcode71.ffn:bc71_03962,-,bc71_03962,-,N,360,62.5,0.514,,hypothetical protein
fasta::barcode71.ffn:bc71_03963,-,bc71_03963,-,N,600,55.17,0.366,,hypothetical protein
fasta::barcode71.ffn:bc71_03964,-,bc71_03964,-,N,399,71.18,0.581,,Toxin SymE type I toxin-antitoxin system
fasta::barcode71.ffn:bc71_03965,-,bc71_03965,-,N,273,67.4,0.536,,hypothetical protein
fasta::barcode71.ffn:bc71_03966,-,bc71_03966,-,N,1281,56.67,0.413,,hypothetical protein
fasta::barcode71.ffn:bc71_03967,-,bc71_03967,-,N,816,61.03,0.595,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_03968,-,bc71_03968,-,N,264,58.33,0.657,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_03969,-,bc71_03969,-,N,882,48.64,0.318,,XopAL2
fasta::barcode71.ffn:bc71_03970,-,bc71_03970,-,N,411,64.96,0.557,,hypothetical protein
fasta::barcode71.ffn:bc71_03971,-,bc71_03971,-,N,477,57.65,0.541,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_03972,-,bc71_03972,-,N,267,57.3,0.651,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_03973,-,bc71_03973,-,N,990,62.02,0.486,,IS4 family transposase IS1481A
fasta::barcode71.ffn:bc71_03974,-,bc71_03974,-,N,288,62.5,0.503,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_03975,-,bc71_03975,-,N,834,63.43,0.653,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_03976,-,bc71_03976,-,N,267,62.92,0.732,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_03977,-,bc71_03977,-,N,573,60.91,0.538,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_03978,-,bc71_03978,-,N,273,62.27,0.594,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_03979,-,bc71_03979,-,N,1014,49.01,0.299,,hypothetical protein
fasta::barcode71.ffn:bc71_03980,-,bc71_03980,-,N,981,61.98,0.63,,IS5 family transposase IS1646
fasta::barcode71.ffn:bc71_03981,-,bc71_03981,-,N,1338,63.9,0.592,,IS5 family transposase IS1478
fasta::barcode71.ffn:bc71_03982,-,bc71_03982,-,N,105,58.1,0.51,,5S ribosomal RNA
fasta::barcode71.ffn:bc71_03983,-,bc71_03983,-,N,2880,53.26,0.327,,23S ribosomal RNA
fasta::barcode71.ffn:bc71_03984,-,bc71_03984,-,N,77,58.44,0.338,,tRNA-Ile(gat)
fasta::barcode71.ffn:bc71_03985,-,bc71_03985,-,N,76,64.47,0.399,,tRNA-Ala(tgc)
fasta::barcode71.ffn:bc71_03986,-,bc71_03986,-,N,1543,55.02,0.322,,16S ribosomal RNA
fasta::barcode71.ffn:bc71_03987,-,bc71_03987,-,N,1212,63.37,0.665,,Tyrosine--tRNA ligase
fasta::barcode71.ffn:bc71_03988,-,bc71_03988,-,N,1419,65.96,0.736,,Peptidase family M23
fasta::barcode71.ffn:bc71_03989,-,bc71_03989,-,N,1134,70.46,0.676,,Anhydro-N-acetylmuramic acid kinase
fasta::barcode71.ffn:bc71_03990,-,bc71_03990,-,N,228,64.47,0.696,,hypothetical protein
fasta::barcode71.ffn:bc71_03991,-,bc71_03991,-,N,1296,65.05,0.708,,Anhydromuropeptide permease
fasta::barcode71.ffn:bc71_03992,-,bc71_03992,-,N,801,64.67,0.797,,Exodeoxyribonuclease
fasta::barcode71.ffn:bc71_03993,-,bc71_03993,-,N,756,67.46,0.656,,Orotate phosphoribosyltransferase
fasta::barcode71.ffn:bc71_03994,-,bc71_03994,-,N,663,68.48,0.778,,hypothetical protein
fasta::barcode71.ffn:bc71_03995,-,bc71_03995,-,N,798,67.29,0.808,,CobQ/CobB/MinD/ParA family protein 
fasta::barcode71.ffn:bc71_03996,-,bc71_03996,-,N,930,69.14,0.785,,putative chromosome-partitioning protein ParB
fasta::barcode71.ffn:bc71_03997,-,bc71_03997,-,N,387,68.48,0.758,,Pathogenicity locus
fasta::barcode71.ffn:bc71_03998,-,bc71_03998,-,N,729,64.47,0.772,,Suppressor of fused protein (SUFU)
fasta::barcode71.ffn:bc71_03999,-,bc71_03999,-,N,966,67.6,0.795,,NAD dependent epimerase 
fasta::barcode71.ffn:bc71_04000,-,bc71_04000,-,N,723,67.91,0.769,,bactoprenol glucosyl transferase 
fasta::barcode71.ffn:bc71_04001,-,bc71_04001,-,N,342,62.87,0.838,,hypothetical protein
fasta::barcode71.ffn:bc71_04002,-,bc71_04002,-,N,516,72.09,0.611,,hypothetical protein
fasta::barcode71.ffn:bc71_04003,-,bc71_04003,-,N,2343,69.1,0.758,,Phosphoglucosamine mutase
fasta::barcode71.ffn:bc71_04004,-,bc71_04004,-,N,459,68.19,0.751,,Deoxyuridine 5'-triphosphate nucleotidohydrolase
fasta::barcode71.ffn:bc71_04005,-,bc71_04005,-,N,1260,69.52,0.718,,Coenzyme A biosynthesis bifunctional protein CoaBC
fasta::barcode71.ffn:bc71_04006,-,bc71_04006,-,N,732,71.17,0.712,,hypothetical protein
fasta::barcode71.ffn:bc71_04007,-,bc71_04007,-,N,1689,65.6,0.79,,Arginine--tRNA ligase
fasta::barcode71.ffn:bc71_04008,-,bc71_04008,-,N,861,70.85,0.665,,Cell division protein FtsN
fasta::barcode71.ffn:bc71_04009,-,bc71_04009,-,N,555,69.19,0.656,,hypothetical protein
fasta::barcode71.ffn:bc71_04010,-,bc71_04010,-,N,756,68.25,0.779,,Serine 3-dehydrogenase
fasta::barcode71.ffn:bc71_04011,-,bc71_04011,-,N,1125,67.11,0.699,,O-acetyltransferase OatA
fasta::barcode71.ffn:bc71_04012,-,bc71_04012,-,N,1335,69.66,0.677,,O-mycaminosyltylonolide 6-deoxyallosyltransferase
fasta::barcode71.ffn:bc71_04013,-,bc71_04013,-,N,3981,66.24,0.684,,Dimodular nonribosomal peptide synthase
fasta::barcode71.ffn:bc71_04014,-,bc71_04014,-,N,1887,65.66,0.806,,Biosynthetic arginine decarboxylase
fasta::barcode71.ffn:bc71_04015,-,bc71_04015,-,N,858,63.4,0.878,,Polyamine aminopropyltransferase
fasta::barcode71.ffn:bc71_04016,-,bc71_04016,-,N,783,62.32,0.542,,hypothetical protein
fasta::barcode71.ffn:bc71_04017,-,bc71_04017,-,N,660,68.79,0.731,,hypothetical protein
fasta::barcode71.ffn:bc71_04018,-,bc71_04018,-,N,339,64.31,0.804,,Nitrogen regulatory protein P-II
fasta::barcode71.ffn:bc71_04019,-,bc71_04019,-,N,273,67.77,0.735,,Ubiquinone biosynthesis accessory factor UbiK
fasta::barcode71.ffn:bc71_04020,-,bc71_04020,-,N,1521,71.33,0.689,,Competence protein ComM
fasta::barcode71.ffn:bc71_04021,-,bc71_04021,-,N,510,63.33,0.672,,Outer membrane lipoprotein Blc
fasta::barcode71.ffn:bc71_04022,-,bc71_04022,-,N,177,66.1,0.841,,hypothetical protein
fasta::barcode71.ffn:bc71_04023,-,bc71_04023,-,N,1560,69.23,0.737,,putative cyclic di-GMP phosphodiesterase PdeB
fasta::barcode71.ffn:bc71_04024,-,bc71_04024,-,N,1122,64.8,0.812,,NADPH-dependent stearoyl-CoA 9-desaturase
fasta::barcode71.ffn:bc71_04025,-,bc71_04025,-,N,1080,69.91,0.537,,Flavohemoprotein
fasta::barcode71.ffn:bc71_04026,-,bc71_04026,-,N,648,68.06,0.764,,HTH-type transcriptional repressor FabR
fasta::barcode71.ffn:bc71_04027,-,bc71_04027,-,N,660,68.94,0.62,,Type-4 uracil-DNA glycosylase
fasta::barcode71.ffn:bc71_04028,-,bc71_04028,-,N,1122,66.04,0.702,,SPFH domain / Band 7 family protein
fasta::barcode71.ffn:bc71_04029,-,bc71_04029,-,N,1221,65.03,0.736,,RNA-splicing ligase RtcB
fasta::barcode71.ffn:bc71_04030,-,bc71_04030,-,N,798,66.42,0.726,,hypothetical protein
fasta::barcode71.ffn:bc71_04031,-,bc71_04031,-,N,870,62.3,0.66,,Prolyl oligopeptidase family protein
fasta::barcode71.ffn:bc71_04032,-,bc71_04032,-,N,1113,65.05,0.593,,hypothetical protein
fasta::barcode71.ffn:bc71_04033,-,bc71_04033,-,N,183,60.66,0.53,,hypothetical protein
fasta::barcode71.ffn:bc71_04034,-,bc71_04034,-,N,282,57.45,0.577,,hypothetical protein
fasta::barcode71.ffn:bc71_04035,-,bc71_04035,-,N,267,65.17,0.56,,hypothetical protein
fasta::barcode71.ffn:bc71_04036,-,bc71_04036,-,N,594,65.99,0.69,,hypothetical protein
fasta::barcode71.ffn:bc71_04037,-,bc71_04037,-,N,891,70.59,0.738,,Epimerase family protein
fasta::barcode71.ffn:bc71_04038,-,bc71_04038,-,N,1383,70.35,0.749,,putative pyridine nucleotide-disulfide oxidoreductase RclA
fasta::barcode71.ffn:bc71_04039,-,bc71_04039,-,N,465,72.9,0.631,,hypothetical protein
fasta::barcode71.ffn:bc71_04040,-,bc71_04040,-,N,666,66.67,0.745,,biofilm-controlling response regulator 
fasta::barcode71.ffn:bc71_04041,-,bc71_04041,-,N,1209,66,0.699,,Adaptive-response sensory-kinase SasA
fasta::barcode71.ffn:bc71_04042,-,bc71_04042,-,N,288,70.14,0.666,,hypothetical protein
fasta::barcode71.ffn:bc71_04043,-,bc71_04043,-,N,630,63.81,0.701,,hypothetical protein
fasta::barcode71.ffn:bc71_04044,-,bc71_04044,-,N,780,66.54,0.733,,hypothetical protein
fasta::barcode71.ffn:bc71_04045,-,bc71_04045,-,N,1437,66.32,0.699,,serine protease MucD precursor 
fasta::barcode71.ffn:bc71_04046,-,bc71_04046,-,N,363,65.01,0.711,,hypothetical protein
fasta::barcode71.ffn:bc71_04047,-,bc71_04047,-,N,504,67.06,0.568,,hypothetical protein
fasta::barcode71.ffn:bc71_04048,-,bc71_04048,-,N,480,67.5,0.681,,hypothetical protein
fasta::barcode71.ffn:bc71_04049,-,bc71_04049,-,N,1107,63.6,0.677,,AI-2 transport protein TqsA
fasta::barcode71.ffn:bc71_04050,-,bc71_04050,-,N,732,66.94,0.75,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
fasta::barcode71.ffn:bc71_04051,-,bc71_04051,-,N,1371,69.66,0.747,,cytosol aminopeptidase
fasta::barcode71.ffn:bc71_04052,-,bc71_04052,-,N,1092,69.05,0.711,,Catalase-related peroxidase
fasta::barcode71.ffn:bc71_04053,-,bc71_04053,-,N,543,66.48,0.699,,Cytochrome b561 
fasta::barcode71.ffn:bc71_04054,-,bc71_04054,-,N,1215,62.3,0.494,,IS4 family transposase IS1481A
fasta::barcode71.ffn:bc71_04055,-,bc71_04055,-,N,789,61.6,0.679,,Trehalose utilisation
fasta::barcode71.ffn:bc71_04056,-,bc71_04056,-,N,603,67.33,0.721,,transcriptional regulator RcsB 
fasta::barcode71.ffn:bc71_04057,-,bc71_04057,-,N,1188,69.02,0.704,,Histidine kinase
fasta::barcode71.ffn:bc71_04058,-,bc71_04058,-,N,621,67.63,0.727,,Barrel-sandwich domain of CusB or HlyD membrane-fusion
fasta::barcode71.ffn:bc71_04059,-,bc71_04059,-,N,690,64.06,0.761,,iron(III ABC transporter ATP-binding protein 
fasta::barcode71.ffn:bc71_04060,-,bc71_04060,-,N,1161,62.36,0.73,,hypothetical protein
fasta::barcode71.ffn:bc71_04061,-,bc71_04061,-,N,1320,66.74,0.728,,MacB-like periplasmic core domain protein
fasta::barcode71.ffn:bc71_04062,-,bc71_04062,-,N,1122,70.23,0.741,,Alpha/beta hydrolase family protein
fasta::barcode71.ffn:bc71_04063,-,bc71_04063,-,N,909,66.34,0.723,,Protein RarD
fasta::barcode71.ffn:bc71_04064,-,bc71_04064,-,N,903,68.77,0.709,,putative inner membrane transporter YedA
fasta::barcode71.ffn:bc71_04065,-,bc71_04065,-,N,351,67.52,0.536,,Rap1a immunity proteins
fasta::barcode71.ffn:bc71_04066,-,bc71_04066,-,N,606,54.46,0.446,,hypothetical protein
fasta::barcode71.ffn:bc71_04067,-,bc71_04067,-,N,660,56.97,0.378,,hypothetical protein
fasta::barcode71.ffn:bc71_04068,-,bc71_04068,-,N,1809,66.39,0.705,,Peptidase family M28
fasta::barcode71.ffn:bc71_04069,-,bc71_04069,-,N,945,66.56,0.69,,Hydroxyacylglutathione hydrolase
fasta::barcode71.ffn:bc71_04070,-,bc71_04070,-,N,1296,64.81,0.727,,tRNA synthetases class I (W and Y)
fasta::barcode71.ffn:bc71_04071,-,bc71_04071,-,N,210,60.95,0.765,,hypothetical protein
fasta::barcode71.ffn:bc71_04072,-,bc71_04072,-,N,135,60.74,0.589,,hypothetical protein
fasta::barcode71.ffn:bc71_04073,-,bc71_04073,-,N,153,58.17,0.602,,hypothetical protein
